sk_games,date,team,opponent,real_score,opponent_real_score
fc6fe79f5f8f3a4916f939166b18ae29,2022-03-03,Carolina Hurricanes,Washington Capitals,0,4
c77117e82ea3937606e9a39da816b90c,2021-11-24,Carolina Hurricanes,Seattle Kraken,1,2
ffb7c2d66ebcbef199ca191955391b6c,2021-10-25,Carolina Hurricanes,Toronto Maple Leafs,1,4
f36c14367eece19bb8caef4265efce19,2022-02-08,Carolina Hurricanes,Ottawa Senators,3,4
2839823895f751d737627266336ba900,2021-10-23,Carolina Hurricanes,Columbus Blue Jackets,5,1
8380312e662dac1fc839b768b21917eb,2022-04-24,Carolina Hurricanes,New York Islanders,5,2
2d0372da4a631f4f17a4e5e8b4c5b1f1,2022-04-28,Carolina Hurricanes,New Jersey Devils,3,6
759f866406c93a8d4c74a6b61249f494,2021-10-16,Carolina Hurricanes,Nashville Predators,3,2
191ad000d93fdf2078224030dad59a3e,2022-03-12,Carolina Hurricanes,Philadelphia Flyers,1,3
0363fcd0f97bfee26d503f8566883272,2022-03-17,Carolina Hurricanes,Toronto Maple Leafs,2,3
59213de8913b52f8862733ebada7e68d,2022-04-21,Carolina Hurricanes,Winnipeg Jets,2,4
ce30b286dc372a2670ab8f256459a7c6,2022-03-24,Carolina Hurricanes,Dallas Stars,4,3
ce8f3f3d3ea5db9cb0610b3df880436e,2022-02-21,Carolina Hurricanes,Philadelphia Flyers,4,3
efc9b5ae0d7d3d229328b065b6a9267f,2021-12-16,Carolina Hurricanes,Detroit Red Wings,3,5
2d9f04d41458f2bd058c9e835175d1f4,2022-03-01,Carolina Hurricanes,Detroit Red Wings,3,4
3bfeaf0201199b605e5f3a56d68f1bb5,2022-01-15,Carolina Hurricanes,Vancouver Canucks,1,4
326fc565d9a73023de26455f1a577016,2022-01-30,Carolina Hurricanes,San Jose Sharks,1,2
e6cc961f8d03608726b57faa2ba7c549,2022-01-29,Carolina Hurricanes,New Jersey Devils,1,2
a75fcc13885e9a69b8bd93cccdac66a9,2021-12-12,Carolina Hurricanes,Vancouver Canucks,1,2
e5a256c49a7abc824c750d40e3746df6,2022-03-06,Carolina Hurricanes,Seattle Kraken,2,3
72a7edc987d4d7950ab6526b05da3727,2022-04-05,Carolina Hurricanes,Buffalo Sabres,4,2
87942029977b4126fbec4c436c43d29c,2021-10-21,Carolina Hurricanes,Montreal Canadiens,4,1
687bf4f81394ecae30e57bd26e075960,2022-04-16,Carolina Hurricanes,Colorado Avalanche,4,7
8d50a5b8220b57652acd2936af51daf8,2021-11-30,Carolina Hurricanes,Dallas Stars,1,4
ed553db102e3793514762aa698e7a5a2,2022-04-08,Carolina Hurricanes,New York Islanders,2,1
8dc91626e8d86fd5ec62279159c8cd4a,2021-10-29,Carolina Hurricanes,Chicago Blackhawks,3,6
fa79a61e4ae343e7ddf53e03c718a46b,2022-02-10,Carolina Hurricanes,Boston Bruins,0,6
db141ef4423d07f29c5d30a32ea58f2c,2021-12-11,Carolina Hurricanes,Edmonton Oilers,3,1
57852fb84599de21eec610a80eee7114,2022-02-20,Carolina Hurricanes,Pittsburgh Penguins,4,3
b8acd03bbeca404178cb56f31f9f26dc,2021-11-16,Carolina Hurricanes,Vegas Golden Knights,4,2
85fa671deb9b3fa8403ad9ac8e8d4d4a,2021-11-12,Carolina Hurricanes,Philadelphia Flyers,2,1
184b47ae89ae3b4466521264ea765248,2021-12-09,Carolina Hurricanes,Calgary Flames,2,1
d9684a3158da8800bd99d750e27a65fd,2022-04-14,Carolina Hurricanes,Detroit Red Wings,3,0
4695c7d3e352451da435fc9a1f6ad6a0,2022-01-22,Carolina Hurricanes,New Jersey Devils,4,7
b295ab0ca982b5857bfcc20e3846e529,2022-03-28,Carolina Hurricanes,Washington Capitals,6,1
56c2bff743b742257acdedf821222e75,2022-03-29,Carolina Hurricanes,Tampa Bay Lightning,3,4
ac22f2b538e32d8749262444a1b3d60c,2022-03-22,Carolina Hurricanes,Tampa Bay Lightning,2,3
61383bc3e27a1d003bcb1dec44f5ef9c,2022-01-27,Carolina Hurricanes,Ottawa Senators,3,2
2e5c47df868f8d10e0882005ac2c79d9,2021-11-09,Carolina Hurricanes,Tampa Bay Lightning,2,1
9c466046faf40456ff71296f8e16bc26,2021-11-22,Carolina Hurricanes,San Jose Sharks,1,2
40fe120808e5ac9ccafb6323876c0924,2021-11-28,Carolina Hurricanes,Washington Capitals,4,2
c4cf70f0e5334a1dd7cf2e84ccdd2c3c,2021-12-18,Carolina Hurricanes,Los Angeles Kings,1,5
d3ebb7ee1f5c1041a67aff82ea411fa5,2022-02-12,Carolina Hurricanes,Minnesota Wild,2,3
67e816ed6db282f39158b5a274386c95,2022-02-16,Carolina Hurricanes,Florida Panthers,3,2
7919a2ece22e76cd63e1df6d9a4d18bf,2022-03-10,Carolina Hurricanes,Colorado Avalanche,0,2
0a4874441792d3ca7e6e654173f3edae,2021-11-26,Carolina Hurricanes,Philadelphia Flyers,6,3
bbf69495c29ec6867257528f18ddfe58,2021-11-20,Carolina Hurricanes,Los Angeles Kings,5,4
3681ff52dfa5f8a86ca6ac1edc49829e,2022-03-26,Carolina Hurricanes,St Louis Blues,7,2
cf2a339dd41e0c3ce3246daf639c74d4,2022-01-21,Carolina Hurricanes,New York Rangers,3,6
ba86ae429675ca33dd17d79c6857739c,2021-10-14,Carolina Hurricanes,New York Islanders,3,6
6fca6da660281013db0538a7db2ad2a9,2021-12-02,Carolina Hurricanes,Ottawa Senators,3,2
7f0f08cfe0660d9b3e648ab78c18b691,2022-01-01,Carolina Hurricanes,Columbus Blue Jackets,7,4
46355289a4909fc65cde696f4da4df8e,2021-12-30,Carolina Hurricanes,Montreal Canadiens,0,4
b9d38ae73c9d1043f92a0eb4098bd384,2022-04-26,Carolina Hurricanes,New York Rangers,4,3
261ea3f5084b918a92e1f44135b0e42b,2022-04-10,Carolina Hurricanes,Anaheim Ducks,5,2
505bd1904ed1e843ce65ee36a154b222,2022-02-18,Carolina Hurricanes,Nashville Predators,3,5
baef71bc40e0ec5044ebeac3c2ebd544,2022-01-25,Carolina Hurricanes,Vegas Golden Knights,3,4
9d80e8a0dd0d88d42d026e7ec41e811a,2021-10-28,Carolina Hurricanes,Boston Bruins,3,0
00be95021a75c0207d36b06bacd83808,2022-04-12,Carolina Hurricanes,New York Rangers,4,2
4e7d2ceec8aef0624bfd5de259d9b9da,2021-12-07,Carolina Hurricanes,Winnipeg Jets,4,2
e29b5d2c488f5e07e6f17695558e41fb,2021-12-04,Carolina Hurricanes,Buffalo Sabres,6,2
a58b566428da5b11c67579ac7c7f82f5,2022-03-18,Carolina Hurricanes,Washington Capitals,4,3
163721c76d057490ed5e7162d441db63,2022-03-20,Carolina Hurricanes,New York Rangers,2,0
bfedc45612ae4bf15fc4d72062481d77,2022-02-27,Carolina Hurricanes,Edmonton Oilers,1,2
0c9728862511461874b6e6b6d38c5f04,2022-03-31,Carolina Hurricanes,Montreal Canadiens,0,4
976e3caa8ef8c69c9591a44c9593673a,2022-04-07,Carolina Hurricanes,Buffalo Sabres,5,3
ef1df24be0d3e704cd09530b4fe9788c,2022-03-04,Carolina Hurricanes,Pittsburgh Penguins,2,3
78cb7bb2bdc0fe5ce248bfe45f38bd05,2021-10-31,Carolina Hurricanes,Arizona Coyotes,2,1
853632b8994f7c9d0d9030b53de2f4ae,2022-04-18,Carolina Hurricanes,Arizona Coyotes,3,5
7677d0636d5cf58bf8a8e25304b30a0f,2022-01-07,Carolina Hurricanes,Calgary Flames,3,6
282616193f12b73dd99fda8c9cc651f7,2022-01-08,Carolina Hurricanes,Florida Panthers,4,3
781bcf1d0d387346a8eaf0426cd0e4b9,2022-04-02,Carolina Hurricanes,Minnesota Wild,3,1
8e7044e32d672a0fc4958ea5605a37a1,2021-11-06,Carolina Hurricanes,Florida Panthers,2,5
68e2534f7756d00c890ef783c3cdab74,2021-11-20,Chicago Blackhawks,Edmonton Oilers,2,5
33bb2f19570448c804c92c37a570900e,2022-03-20,Chicago Blackhawks,Winnipeg Jets,6,4
57ae8d8950717122e36d822f78fa35b4,2021-11-12,Chicago Blackhawks,Arizona Coyotes,2,1
2218e2da5be25f07fe2e76cb0fe991ea,2022-03-10,Chicago Blackhawks,Boston Bruins,4,3
b33f7e0d1ee4eb186e7feb2e3945eb74,2022-02-18,Chicago Blackhawks,Dallas Stars,1,0
8b15dd182eeedf3f34c296965e145610,2021-12-15,Chicago Blackhawks,Washington Capitals,4,5
9adc3bf6c48026ce5501375c632f0ac2,2022-02-27,Chicago Blackhawks,St Louis Blues,4,0
60e9a65e450c28d9591383b588b4f50f,2022-01-28,Chicago Blackhawks,Colorado Avalanche,6,4
582cc2dda46afce425d3eccd53d78ea7,2022-01-08,Chicago Blackhawks,Vegas Golden Knights,2,1
697a54d30a22a4eed514c10981f99b67,2021-10-16,Chicago Blackhawks,Pittsburgh Penguins,2,5
87e46d9a73508f76eded36d4a08f6f8a,2021-11-28,Chicago Blackhawks,San Jose Sharks,2,0
8205bebf3c11d49f6fa2cac2fe7c9316,2022-04-10,Chicago Blackhawks,Dallas Stars,6,4
2fb9a172e9bb072984c4a25d9fd72c32,2021-11-05,Chicago Blackhawks,Winnipeg Jets,1,5
ea3e257ad24aa52e5937772def08d6aa,2021-11-26,Chicago Blackhawks,St Louis Blues,2,3
bebe3e05e005712fb9517e8b3b6546be,2022-04-29,Chicago Blackhawks,Buffalo Sabres,3,2
9c8eabe7a6019c341eb7200deababf9e,2022-03-05,Chicago Blackhawks,Philadelphia Flyers,3,4
dabee4ce64620fed69d4d30bfe1314ee,2022-01-17,Chicago Blackhawks,Seattle Kraken,2,3
6b566c4f643cc2584ef898fe453f5ecb,2021-12-07,Chicago Blackhawks,New York Rangers,6,2
e5a7de5cf131b0e80242a7a97e609e96,2022-02-12,Chicago Blackhawks,St Louis Blues,1,5
b5bf90beab9e4b3c46be58ef59bb5457,2021-10-15,Chicago Blackhawks,New Jersey Devils,3,4
fcf023c4711a101c5bb5ef305b3b937a,2021-11-23,Chicago Blackhawks,Calgary Flames,5,2
3be7dda7cd9541d1d752280f10400b7b,2021-11-03,Chicago Blackhawks,Carolina Hurricanes,3,4
b84d38656d793d6a2102ec0d3d9ac6d2,2022-04-12,Chicago Blackhawks,Los Angeles Kings,5,2
424504d56be69c52b573d1657b6fec79,2022-03-26,Chicago Blackhawks,Vegas Golden Knights,4,5
9bdd5011ae8f9c12e4cbe451b6bd7111,2021-12-02,Chicago Blackhawks,Washington Capitals,4,3
cc035925b5c9d41b973a7b12e08fec91,2022-01-15,Chicago Blackhawks,Anaheim Ducks,3,0
442ba50ad853e8a253ad1bb731011bac,2022-01-02,Chicago Blackhawks,Calgary Flames,1,5
8e4d0366e3acd700c0cb23f5dd5ed530,2022-04-03,Chicago Blackhawks,Arizona Coyotes,2,3
d6d0e0d54ad9aa08847e0942bd9d00a8,2022-01-04,Chicago Blackhawks,Colorado Avalanche,4,3
c8b89f3b427f453b049548c58f87aa16,2021-10-27,Chicago Blackhawks,Toronto Maple Leafs,3,2
4f67489d56681c3c28b7a2e4200dd30c,2022-01-31,Chicago Blackhawks,Vancouver Canucks,3,1
0b5626bf823224dba860afd4134d15c7,2021-10-24,Chicago Blackhawks,Detroit Red Wings,6,3
10942a793f902ae0ae618d8e6480e9fe,2022-03-06,Chicago Blackhawks,Tampa Bay Lightning,6,3
37a3a4fab70726a883397ec2c19a27c1,2022-03-19,Chicago Blackhawks,Minnesota Wild,1,3
6f8902a962078093cbf3c65d35ef907d,2022-04-23,Chicago Blackhawks,San Jose Sharks,1,4
eada3b086ee370a36ba885ad59a6b140,2021-11-01,Chicago Blackhawks,Ottawa Senators,1,5
ae42e82ae806f0ccbea43f885dcad796,2021-12-17,Chicago Blackhawks,Nashville Predators,3,2
46871754c67fdc6d708c7ef83f959ae6,2022-04-14,Chicago Blackhawks,San Jose Sharks,4,5
f82ecbdd7c955dba2b9bec64ff26f472,2021-11-17,Chicago Blackhawks,Seattle Kraken,4,2
080df347ef8f327636eb1b2dfb37d2af,2022-01-13,Chicago Blackhawks,Montreal Canadiens,2,3
b4d2d96fab6d4ba2e961f030915fca5e,2021-12-04,Chicago Blackhawks,New York Rangers,2,3
809a2a7d5294a51bd7fd655de086dd2e,2021-10-13,Chicago Blackhawks,Colorado Avalanche,2,4
948548f025e8f57f5a1d17d76ca0e2b3,2022-04-01,Chicago Blackhawks,Tampa Bay Lightning,2,5
3f4b9d2466ef98b9fffb0f834ebb221b,2022-01-06,Chicago Blackhawks,Arizona Coyotes,6,4
ed014c1f9041561bb0f1157776d0efff,2022-02-02,Chicago Blackhawks,Minnesota Wild,5,0
e859379dcfe5ce29b166aa881bbc6c8b,2022-04-16,Chicago Blackhawks,Nashville Predators,3,4
67b496ec56669a25ca8104c0e54612b0,2022-03-08,Chicago Blackhawks,Anaheim Ducks,8,3
91f69fd5e740d4b91fbee1ae4822eaf4,2022-02-09,Chicago Blackhawks,Edmonton Oilers,4,1
7092aa77f72cd5dda923666115c7755e,2021-12-09,Chicago Blackhawks,Montreal Canadiens,2,0
88d5d83bef972b104c2df9906a9d4b0a,2021-12-11,Chicago Blackhawks,Toronto Maple Leafs,4,5
c39d07e521013f1f83e83e37de1d267b,2021-10-21,Chicago Blackhawks,Vancouver Canucks,4,1
21e0f8e7b7779002aa43da32fa627889,2022-04-27,Chicago Blackhawks,Vegas Golden Knights,3,4
6121f3386eef3a45efa9b360b5f103cb,2022-02-14,Chicago Blackhawks,Winnipeg Jets,3,1
3076cc34cd0563753af0c842dbd61751,2022-03-03,Chicago Blackhawks,Edmonton Oilers,3,4
1ce536ca723942da5847d4ff333ada06,2021-10-30,Chicago Blackhawks,St Louis Blues,0,1
b48eeb1968af015cf2854b566a607de2,2022-02-17,Chicago Blackhawks,Columbus Blue Jackets,4,7
a2fa256ea9bd6885e4d606a04ada2a22,2021-10-29,Chicago Blackhawks,Carolina Hurricanes,6,3
c8eae23d7b6e93a1127eec2fa1ecc871,2022-01-11,Chicago Blackhawks,Columbus Blue Jackets,2,4
4f580bb5eec984aa74ebbbb7ec4a47a1,2022-03-12,Chicago Blackhawks,Ottawa Senators,6,3
cc43f18a48993a8394a212636bcceccd,2022-02-20,Chicago Blackhawks,Florida Panthers,5,2
